name,type,confidence,n_entries,spelling_variants,index_letters,example_entry
Ardmach in Ireland,place,0.82,1,Ardmach in Ireland,A,"Ardmach in Ireland, ordeyned an Archbyshopricke. 386.32."
Ardulf,person,0.97,1,Ardulf,A,"Ardulf, sonne to Arnulf, made king of Northumberland. 201.57."
Ardult,uncertain,0.45,1,Ardult,A,Ardult expulsed out of his esstate. 201.80.
Ardune,person,0.91,1,Ardune,A,Ardune byshop of Geneua. 423 112.
Areani,uncertain,0.2,1,Areani,A,"Areani remoued, & what was their office. 105.57."
Aristotle,person,0.85,1,Aristotle,A,Aristotle cited. 2.20. & 5.47.
Arlet,person,0.95,1,Arlet,A,"Arlet, mother to king Wylliam Conquerour. 323.32."
Armach,place,0.81,1,Armach,A,"Armach, Metropolitane towne of all Ireland, woonne. 448.74."
Armager,person,0.5,1,Armager,A,"Armager, looke Aruiragus."
Armeny,person,0.86,1,Armeny,A,Armeny commeth into England. 1051.13. a.
Armes,person,0.83,1,Armes,A,"Armes of king Wylliam, made sithence the armes of the crowne of England. 315.47."
Armetrida,person,0.85,1,Armetrida,A,"Armetrida, wyfe to Hugh Lupus Earle of Thester. 323.59."
Armeus,uncertain,0.2,1,Armeus,A,"Armeus, one of the names of Danaus. 7.22."
Armorica,place,0.57,3,Armorica,A,"Armorica, what in the Britishe tongue it signifieth. 95.79. & 98.78."
Arnault Nicholas,person,0.97,1,Arnault Nicholas,A,Arnault Nicholas knight valiantly defendeth Bullenberg. 1640.54.
Arnold,person,0.88,2,Arnold,A,Arnold confined for his trayterous demeanour. 340.17.
Arnold Butlar,person,0.83,1,Arnold Butlar,A,Arnold Butlar a valiant captayne. pag. 1413. col. 2. lin. 57.
Arnold Dandreghen,person,0.96,1,Arnold Dandreghen,D,Arnold Dandreghen Marshall of Fraunce. 915.43. a.
Arnulfe,uncertain,0.45,1,Arnulfe,A,"Arnulfe, or Athelwoolfe, fyrst byshop of Caerleil. 362.83."
AAron,person,0.42,2,AAron | Aaron,A,"AAron and Iulius, martyred for ye faith of Christ. 88.32"
Arthur,person,0.96,20,Arthur,A,Arthur had .ii. wyues. 137.31.
Arthur of Britaine,person,0.97,1,Arthur of Britaine,A,Arthur of Britaine made knight. 546.61.
Arthurs,person,0.82,5,Arthurs,A,"Arthurs bones and his wiues, translated. 135.49."
Artogail,uncertain,0.2,1,Artogail,A,"Artogail, looke Archigallo."
Aruiragus,person,0.97,9,Aruiragus,A,"Aruiragus, youngest sonne to Kymbeline, admitted kyng of Britaine. 51.21."
Arundel,person,0.77,2,Arundel,A,Arundel Archbyshop of Cantorburie condemned and banished. 1095.10. b.
Arundel Castel,place,0.78,1,Arundel Castel,A,Arundel Castel besieged. 373.23.
Arundel castle,place,0.74,1,Arundel castle,A,Arundel castle fortified against king Henry the fyrst. 339.62.
Arundel Humfrey,person,0.74,1,Arundel Humfrey,A,Arundel Humfrey Captaine of the rebels in Deuonshire executed. 1655.24.
Arundell Thomas,person,0.89,1,Arundell Thomas,A,Arundell Thomas knight committed to the Towre. 1709 30. is beheaded. 1712.6.
Assaracus,person,0.81,1,Assaracus,A,Assaracus deliuereth places of defence vnto Brute in Greece. 10.54.
Ascalon towne,place,0.82,1,Ascalon towne,A,Ascalon towne taken by the Englishmen. 503.49.
Aschdon battel,place,0.95,1,Aschdon battel,A,"Aschdon battel, fought by the Englishmen against the Danes. 210.11"
Asclepiodotus,person,0.97,3,Asclepiodotus,A,"Asclepiodotus Duke of Cornewall, chiefe captayne of a conspiracie agaynst the Romanes. 82.7."
Asserius Meneuensis,person,0.91,1,Asserius Meneuensis,A,"Asserius Meneuensis, byshop of Shirebourne. 218.25."
Ashbert,person,0.83,1,Ashbert,A,Ashbert murdered young kyng Kenelme. 203.50.
Ashdon Churche,place,0.96,1,Ashdon Churche,A,Ashdon Churche in Essex builded. 262.97.
Ashdone battell,place,0.95,1,Ashdone battell,A,Ashdone battell fought by the Danes agaynst the Englishe men. 255.77.
Ashrugge Abbey,place,0.97,1,Ashrugge Abbey,A,Ashrugge Abbey founded. 782.4.
Asia,place,0.87,1,Asia,A,Asia alotted vnto Sem. 1.75.
Aske Robert,person,0.86,1,Aske Robert,A,Aske Robert hanged in chaines 1570.20.
Askewe Anne,person,0.97,1,Askewe Anne,A,Askewe Anne arraigned vppon the statute of the sixe articles and acquitted. 1601.46.
Asteley Iohn,person,0.97,1,Asteley Iohn,A,"Asteley Iohn, a Scriuener, a counsellor to Perkin Warbecke. 1450.1"
Astoulfe de S,person,0.82,1,Astoulfe de S,A,"Astoulfe de S. Hillarie, a counsellor, or rather corrupter of Henry, sonne to king Henry the second. 425.105."
Astwood Thomas,person,0.97,1,Astwood Thomas,A,Astwood Thomas. 1443.38.
Aswald,person,0.73,2,Aswald,A,Aswald trayterously murdered by his owne people. 199.38.
Attacotti,uncertain,0.2,1,Attacotti,A,"Attacotti, a kinde of Scots or Pictes. 104.7."
Athanasius,person,0.85,1,Athanasius,A,Athanasius cited. 94.44.
Athelilan,person,0.97,1,Athelilan,A,"Athelilan, second sonne to Egbert, ordeyned king of Kent, Sussex, and Essex. 205.12."
Athelmare,person,0.81,1,Athelmare,A,Athelmare confirmed byshop of Wynchester. 725.1
Athelney,place,0.86,1,Athelney,A,"Athelney, in old time called Edlingsey. 217.55."
Athelney fortresse in Edelynsey Ile,place,0.87,1,Athelney fortresse in Edelynsey Ile,A,Athelney fortresse in Edelynsey Ile builded. 214.74.
Athelstan,uncertain,0.45,1,Athelstan,A,Athelstan vanquisheth the Danes by sea. 207.8.
Atonement,person,0.83,1,Atonement,A,"Atonement made betwene king Stephen, and Archbyshop Theobald of Cantorburie. 383.3."
Atrius,person,0.83,1,Atrius,A,"Atrius made by Cesar, Lieutenant of the nauie. 40.89."
Auberoch,place,0.89,1,Auberoch,A,Auberoch besieged by ye French men. 927.53. a.
Aubrey de Veer,person,0.97,1,Aubrey de Veer,A,Aubrey de Veer created Earle of Oxford. 1083.7. a.
Audeley Thomas,person,0.97,2,Audeley Thomas,A,"Audeley Thomas, lord Audeley Chauncellour, is ordeyned high Steward of England. 1572.16. and 1582.13."
Audley Iames,person,0.97,1,Audley Iames,A,Audley Iames Lorde warreth on the welchmen. 748.45.
Auelina,person,0.97,1,Auelina,A,"Auelina, daughter to the Earle of Aumarle, married to lord Edmund, sonne to king Henry the third. 780.75."
Auesia,person,0.84,1,Auesia,A,"Auesia, or Aetesia Countesse of Warren dyeth. 742.57."
Augustine,person,0.62,12,Augustine,A,Augustine ordeined Archbishop of the englishe nation. 148.66.
Augustines,place,0.83,2,Augustines,A,Augustines Oake. 151.12
Augustus,uncertain,0.2,3,Augustus,A,"Augustus Cesar comming towardes Britaine with an armie, turneth another way. 46.53."
Aulafe,person,0.95,22,Aulafe,A,"Aulafe prince of Sweden, expulsed out of his kingdome. 261.40."
Aulus Atticus,person,0.87,1,Aulus Atticus,A,"Aulus Atticus, a Romane captayne slayne. 72.94."
Auncientie,uncertain,0.45,1,Auncientie,A,Auncientie of the Christian religion in Britaine declared. 53.29.
Auon castle,place,0.89,1,Auon castle,A,Auon castle builded. 222.80.
Auon Riuer,place,0.97,1,Auon Riuer,A,Auon Riuer. 222.80.
Aurea,person,0.85,1,Aurea,A,Aurea historia cited. 137.68.
Aurelius Ambrose,person,0.97,7,Aurelius Ambrose,A,"Aurelius Ambrose, and Vter Pendragon, returne into great Britaine with an armie. 122.19."
Aurelius Conanus,person,0.97,4,Aurelius Conanus,A,Aurelius Conanus dyeth. 139.55.
Authune,person,0.91,1,Authune,A,"Authune, Duke of Susser. 184.41."
Badon hill,place,0.97,1,Badon hill,B,"Badon hill, supposed to be blackamore. 128.64."
Baffus,uncertain,0.2,1,Baffus,B,"Baffus, a valiant man of war. 164.22."
Bayeult,person,0.86,1,Bayeult,B,Bayeult yeeldeth to Chastillion. 1824.38.
Bayeux,person,0.8,1,Bayeux,B,Bayeux taken by Englishmen. pag. 1189. col 2. lin. 18.
Baieux in Normandie,uncertain,0.45,1,Baieux in Normandie,B,Baieux in Normandie taken by kyng Henry the first. 344.14.
Bailleuile Focelin,uncertain,0.45,1,Bailleuile Focelin,B,"Bailleuile Focelin, accursed by Archbyshop Thomas Becket. 409.62."
Bayliffes,person,0.4,2,Bayliffes,B,Bayliffes names that were first appointed to gouerne the citie of London. 479.20.
Bayliffes of London,uncertain,0.2,1,Bayliffes of London,B,"Bayliffes of London discharged of their office, and committed to warde. 565.69."
Baynam Alexander,person,0.97,1,Baynam Alexander,B,Baynam Alexander knight. 1450.13.
Baynardes Castle,place,0.95,1,Baynardes Castle,B,Baynardes Castle. pag. 1307. col. 1. lin. 41.
Bayon,place,0.83,1,Bayon,B,Bayon yeelded to the Englishmen. 810.57. b.
Bayon citie,place,0.97,1,Bayon citie,B,Bayon citie wonne. 447.22.
Bayot Francis,person,0.97,1,Bayot Francis,B,"Bayot Francis knight, eftsones rebelleth. 1569.27."
Baldred,uncertain,0.45,2,Baldred,B,Baldred succedeth Cuthred in the kingdome of Kent. 205.16.
Baldud,person,0.71,3,Baldud,B,"Baldud, sonne to Ludhurdibras of Rud, beginneth to reigne ouer Britaine. 19.14."
Baldud well,place,0.75,1,Baldud well,B,Baldud well seene in the knowledge of Astrologie and Necromancie. 19.18.
Baldwyn,person,0.96,5,Baldwin | Baldwyn,B,"Baldwyn Earle of Flaunders, commeth into Englande. 270.79"
Baldwyn Emperour of Constantinople,person,0.97,1,Baldwyn Emperour of Constantinople,B,Baldwyn Emperour of Constantinople commeth into England. 717.32.
Baldwine,person,0.97,1,Baldwine,B,"Baldwine Earle of Flaũders, maryeth Ethelswida, daughter to king Alured. 218.76."
Baldwins,person,0.97,1,Baldwins,B,Baldwins Earle his Oration to his souldiours. 375.30.
Bale,person,0.97,1,Bale,B,Bale cited. 118.38. & .123.73
Bale Iohn,person,0.97,3,Bale Iohn,B,Bale Iohn cited. 53.3.
Balences,uncertain,0.2,1,Balences,B,"Balences, looke Basclenses."
Baliol hugh,person,0.97,1,Baliol hugh,B,Baliol hugh. 595.67.
Balliolle Bernard,person,0.97,1,Balliolle Bernard,B,"Balliolle Bernard, an Englishe captaine. 434.27."
Balun Castle,place,0.9,1,Balun Castle,B,Balun Castle wonne by the Frenche king. 547.12.
Balwin,person,0.89,1,Balwin,B,Balwin Earle taken prisoner. 376.33.
Bamborrough Castle,place,0.95,1,Bamborrough Castle,B,Bamborrough Castle. pag. 1313. col. 2. lin. 30. taken. pag. 1315. col. 1. lin. 38.
Bambrough,place,0.84,1,Bambrough,B,Bambrough destroyed by the Danes. 240.46
Bambure castle,place,0.87,1,Bambure castle,B,Bambure castle builded. 140.44.
Bamburge castle,place,0.97,1,Bamburge castle,B,Bamburge castle recouered fron the Scots. 397.6.
Banbery fielde,place,0.95,1,Banbery fielde,B,Banbery fielde. page. 1320. col. 1. lin. 27.
Banbourgh castle,place,0.9,1,Banbourgh castle,B,"Banbourgh castle besieged, & yeelded to king William Rufus. 326.6."
Banerectes,person,0.8,1,Banerectes,B,Banerectes made. 163.2.10.
Banishing,place,0.85,1,Banishing,B,"Banishing of men in England, when, and by whom ordeyned. 346.39."
Barbitus,uncertain,0.2,1,Barbitus,B,"Barbitus, looke Gurg<?>s."
Barcehãdowne,place,0.74,1,Barcehãdowne,B,Barcehãdowne in Kent where king Iohn assembled together his great army to resist the French king. 574.70.
Bardeny Abbey,place,0.95,1,Bardeny Abbey,B,Bardeny Abbey. 189.7.
Bardi,uncertain,0.28,3,Bardi,B,"Bardi, a sect of Philosophers. whence descended. 4.1."
Bardolph Hugh,person,0.97,1,Bardolph Hugh,B,Bardolph Hugh against the treation of Hubert to the Chancelours office. 545.50.
"Bardsey, an Iland in Wales",place,0.64,1,"Bardsey, an Iland in Wales",B,"Bardsey, an Iland in Wales 4.51."
Bardus,person,0.48,2,Bardus,B,Bardus made king of the Celtes. 3.103.
Barres William,person,0.97,1,Barres William,B,"Barres William, taken prisoner. 468.36."
Barke,uncertain,0.45,1,Barke,B,Barke Ager lost & recouered againe. 1604.46.
Barkeley Maurice,person,0.97,1,Barkeley Maurice,B,Barkeley Maurice knight. 1450.13.
Barkeley Wylliam of Weley,person,0.97,1,Barkeley Wylliam of Weley,B,Barkeley Wylliam of Weley atteinted. 1425.43
Barkesen,person,0.85,1,Barkesen,B,Barkesen his fayth. 1244. col. 2. lin. 50.
Barley Wylliam,person,0.9,1,Barley Wylliam,B,Barley Wylliam. 1442.30. and. 1443.26.
Barlow,person,0.87,1,Barlow,B,"Barlow doctor, byshop of Chichester. 1803.8."
Barnards castle,place,0.87,1,Barnards castle,B,Barnards castle geuen to the Earle of Warwick. 844.37. a.
Barney Kenelme,person,0.97,1,Barney Kenelme,B,Barney Kenelme executed for treason. 1861.37.
Barnes,person,0.57,3,Barnes,B,Barnes Doctor beareth a fagot. 1536.48.
Barnes Wylliam,person,0.97,1,Barnes Wylliam,B,Barnes Wylliam created byshop of London. 1458.37.
Barnet field,place,0.95,1,Barnet field,B,Barnet field. 1333. co. 1. li. 29
Barons of England,place,0.44,3,Barons of England,B,Barons of England complaine to Henry the thirde of the <?>
Barons of Mayne,person,0.88,1,Barons of Mayne,B,"Barons of Mayne, and of the Marches of Britaine, subdued by the Englishmen. 409.44."
Barons of Phictow,person,0.91,1,Barons of Phictow,B,"Barons of Phictow reuolt fron the French king, and doo homage to king Iohn. 584.32."
Bartham Antwisell,person,0.81,1,Bartham Antwisell,B,Bartham Antwisell Knyght slayn. pag. 1288. col. 1. lin. 7.
Barthes,place,0.81,1,Barthes,B,"Barthes, in olde tune called Bardi. 4.49."
Bartholoin,person,0.91,1,Bartholoin,B,"Bartholoin, captaine of the Basclenses. 28.47."
Bartholomew,person,0.97,1,Bartholomew,B,"Bartholomew, byshop of Exeter sent Ambassadour to the Pope. 406.90."
Barton Elizabeth,person,0.97,1,Barton Elizabeth,B,Barton Elizabeth the holye mayd of Kent. 1561.27. her adherentes eadem. 36. her historie at large. eadem. 42. is executed with her adherents. 1<?>62.24.
Barwicke bridge,place,0.97,1,Barwicke bridge,B,Barwicke bridge broken with a flud of water. 547.53.
Barwike,place,0.89,1,Barwike,B,Barwike wonne by the Englishe. pag. 1352. col. 2. lin. 48.
Barwike castle,place,0.9,1,Barwike castle,B,"Barwike castle, gaged to the king of England. 439.40."
Bascheruille Castle,place,0.97,1,Bascheruille Castle,B,Bascheruille Castle burnt. 385 39.
Basclenses,place,0.85,1,Basclenses,B,Basclenses assigned to dwell in Ireland. 28.62.
Basels,uncertain,0.2,1,Basels,B,Basels abrogated. 398.17.
Basesenses,person,0.87,1,Basesenses,B,Basesenses with their captaine banished out of Spaine. 28.50.
Basset Philip,person,0.97,2,Basset Philip,B,"Basset Philip, L. chiefe Iustice. 761.26."
Bassianus,person,0.92,7,Bassianus,B,Bassianus slayne by one of his owne souldiers. 81.41.
Basing battaile,place,0.97,1,Basing battaile,B,"Basing battaile, fought by the Danes against the Englishmen. 210.42."
Basingstoke,uncertain,0.2,1,Basingstoke,B,Basingstoke. 220.25.
Basingwerke Castle,place,0.95,1,Basingwerke Castle,B,Basingwerke Castle buylded. 398.2.
Basreeg,person,0.87,2,Basreeg,B,Basreeg slayne. 210.35.
Bastard,person,0.96,2,Bastard,B,Bastard sonne of king Richard slewe the Vicount of Limoges. 547.48.
Bastard Fanconbridge,person,0.97,1,Bastard Fanconbridge,B,Bastard Fanconbridge beheaded. pag. 1344. col. 2 lin. 37
Bastard of Borgongde,person,0.95,1,Bastard of Borgongde,B,Bastard of Borgongde. pag. 1317. col. 2. lin. 16. chalenged the lord Scales. lin. 44.
Bastard of Bourbon,person,0.97,1,Bastard of Bourbon,B,Bastard of Bourbon Admirall of France. pag. 1324. col. 1. lin. 2.
Battail of Morleis,uncertain,0.2,1,Battail of Morleis,B,Battail of Morleis. 919.20. a
Battaile of Ageincourt,place,0.97,1,Battaile of Ageincourt,B,Battaile of Ageincourt. pag. 1178. col. 2. lin. 14.
Battaile of Aulroy,place,0.97,1,Battaile of Aulroy,B,Battaile of Aulroy. 969.51. b.
Battaile of Boswortha,place,0.97,1,Battaile of Boswortha,B,Battaile of Boswortha. pag. 1420. col. 2. lin. 36. pag. 1422. col. 1. lin. 57.
Battaile of Otterbourn,place,0.97,1,Battaile of Otterbourn,B,Battaile of Otterbourn. 1074.12. a.
battayle of Spurres,uncertain,0.2,1,battayle of Spurres,S,The battayle of Spurres 1484.<?>.
Battaile of Vernoile,place,0.97,1,Battaile of Vernoile,B,"Battaile of Vernoile. pa. 1224 col. 1. lin. 46. battaile of Herings. pa. 1241. co. 1. lin. 12 at Saint Albous. pag. 1287 col. 1. lin. 57. at Blorhothe. pag. 1295. col. 2. lin. 4. at Northampton. pag. 1299. col. 1. lin. 20. at Wakfeeld. pag. 1303. col. 2. lin. 37. at Mortimers crosse. pa. 1304 col. 2. lin. 43. at Saint Albons, the second. pag. 1305. col. 1. lin. 30. at Erham. pa. 1314. col. 2. lin. 16."
Battel of Algeberota,place,0.97,1,Battel of Algeberota,B,Battel of Algeberota. 1049.54. b.
Batel of Banocks,person,0.86,1,Batel of Banocks,B,Batel of Banocks Borne. 852 40. b.
Battel of Comeran in Ireland,place,0.97,1,Battel of Comeran in Ireland,B,Battel of Comeran in Ireland 854.30. a.
Battell of Cressy,place,0.97,1,Battell of Cressy,B,Battell of Cressy. 932.24. b.
Battell of Dunkel,place,0.97,1,Battell of Dunkel,B,Battell of Dunkel or Methsen. 842.40. a
Battell of Faukirke,place,0.97,1,Battell of Faukirke,B,Battell of Faukirke. 833.20. a.
Battell of Graueling,place,0.97,1,Battell of Graueling,B,Battell of Graueling. 1780.40
Battel of Miton vpon Swale,place,0.97,1,Battel of Miton vpon Swale,B,"Battel of Miton vpon Swale, or ye white battel. 857.13. b."
Battel of Nauertet,place,0.97,1,Battel of Nauertet,B,Battel of Nauertet. 972.50. a
Battel of Potyers,place,0.97,1,Battel of Potyers,B,Battel of Potyers. 957.50. b.
Battel of Ratcote bridge,place,0.97,1,Battel of Ratcote bridge,B,Battel of Ratcote bridge. 1067 30. b.
Battel of S,place,0.9,1,Battel of S,B,Battel of S. Luce. 908.40. b.
battel of Stoke,place,0.97,1,battel of Stoke,B,The battel of Stoke. 1430.50 the battell of Saint Albin. 1433.50. the battell of Dixuew. 1436.10. the battel of Blacke heath. 1427.20.
Bath Citie,place,0.89,1,Bath Citie,B,Bath Citie taken and sacked by the Byshop of Constans. 318.52.
Bath Monasterie,place,0.97,1,Bath Monasterie,B,Bath Monasterie ioyned to the Sea of Bath. 336.1.
Bathe,place,0.84,2,Bathe,B,Bathe beseiged by the Saxons. 133.20.
Bathe Citie,place,0.97,1,Bathe Citie,B,Bathe Citie called Caerbran. 19.24.
Bats Abbey,place,0.87,1,Bats Abbey,B,Bats Abbey builded. 195.52.
Bau<?>an Stephen,person,0.97,1,Bau<?>an Stephen,B,Bau<?>an Stephen a captayne slayne by the Welchmen. 744.60.
Beamfeeld castle,place,0.87,1,Beamfeeld castle,B,Beamfeeld castle builded. 216.20.
Beamfield castle,place,0.82,1,Beamfield castle,B,Beamfield castle taken by the Englishmen. 216.22.
Beandune,uncertain,0.45,1,Beandune,B,Beandune or Beanton battaile fought by the Westsaxons against the Britaines. 155.61.
Beaner Towne,place,0.94,1,Beaner Towne,B,Beaner Towne and Fortresse builded. 411.53.
Bearn,uncertain,0.45,1,Bearn,B,"Bearn, a Iudge, burnt for hys crueltie. 199.30."
Bearne,person,0.86,2,Bearne,B,Bearne flyeth into Denmarke to seeke reuenge against Osbright. 211.62.
Beatrice,person,0.97,5,Beatrice,B,Beatrice Countesse of Prouance vniust dealinges. 714 106.
Beauchampe Wylliam,person,0.79,1,Beauchampe Wylliam,B,"Beauchampe Wylliam Lord, dyeth. 758.110."
Beaumaries,place,0.84,1,Beaumaries,B,Beaumaries built. 811.53. b.
Beauuoys,person,0.86,1,Beauuoys,B,Beauuoys Byshop restored to libertie. 546.56.
Beauvoisin,place,0.87,1,Beauvoisin,B,"Beauvoisin Countie spoyled and burnt, by Kyng Henry the second. 399.55."
Beche Iohn,person,0.97,1,Beche Iohn,B,"Beche Iohn, Abbot of Colchester executed for the supremacie. 1574.38."
Bechellouyn,place,0.85,1,Bechellouyn,B,"Bechellouyn, or Ber in Normandie. 346.8."
Becker Thomas,person,0.97,1,Becker Thomas,B,Becker Thomas his aucthoritie with the Kyng & Realme. 401.43.
Becket Tho,person,0.93,1,Becket Tho,B,"Becket Tho. flying the realme, is brought backe agayne by a contrary winde. 403.100"
Becket Thomas,person,0.96,33,Becket Thomas,B,"Becket Thomas, Lord Chauncellour, sent Ambassadour into Fraunce. 398."
Becket Thomas Arcbyshop of Cantorburie,person,0.97,1,Becket Thomas Arcbyshop of Cantorburie,B,Becket Thomas Arcbyshop of Cantorburie translated. 617.7.
Beckets,person,0.95,1,Beckets,B,Beckets swoord. 826.43. b.
Beda,person,0.77,10,Beda,B,Beda cited. 38.76.44.19. and 50.18.
